ELEMENT_GLOBAL_ID	SIMGLOBAL_ID	SIMNOTE
689796	689265	
686597	686349	
684242	686349	
686243	688067	
685996	688067	
686041	688067	
688402	687240	
685996	686041	
684497	688877	occurs in more xeric sites in the Missouri River Breaks, but the canopy is more open, and <i>Pinus ponderosa</i> shares dominance with <i>Pseudotsuga menziesii</i> (Roberts et al. 1979). In addition, <i>Pseudoroegneria spicata</i> is more common and <i>Piptatherum micranthum</i> is less common (Roberts et al. 1979).
689653	684651	is found on the Wenatchee National Forest but differs significantly in the high cover of a forb layer.
683467	684651	
686503	684651	
689427	685996	
688067	685996	
686041	685996	
686243	685996	
685602	685690	
690092	684220	
686571	684946	
687971	684946	
687093	684946	
688322	688559	
687093	685892	
688322	685892	
686655	683942	
684843	685157	
686499	686849	
686648	687988	
684222	684500	
689644	684990	This is one of many similar <i>Artemisia tridentata</i> associations without variety of <i>Artemisia tridentata</i> specified.
685994	689247	
686818	684652	merges into CEGL001479, but has a well-developed shrub layer.
687083	684272	
684272	686098	generally has a more open shrub layer and an undergrowth dominated by <i>Pseudoroegneria spicata</i> rather than <i>Pascopyrum smithii</i> and grows on shallower soils.
683417	686942	moist habitats in the Great Plains.
685491	686942	
686599	686942	found in moist habitats in the Great Plains.
683219	688276	
686826	685043	
688303	685043	occurs on non-saline, coarse- and fine-textured Beaumont Formation strata in southern Texas.
688590	685043	
688591	685043	
685445	684146	
689444	684146	is a similar type but found in southern Iowa, central Illinois and northern Missouri.
689942	684146	woodland to forest structure.
683274	686674	of the Edwards Plateau and Lampasas Cut Plain of Texas.
689584	687579	is the most similar community. Often occurs in bottoms/ flats, while <i>Quercus macrocarpa / Ostrya virginiana</i> is most often found on gentle to moderate slopes.
687266	687579	northwestern Great Plains, Killdeer Mountains.
684331	687938	Black Hills and adjacent plains.
687266	687938	Black Hills and adjacent plains areas.
687579	687938	shares some common species, but has a wider distribution, is generally located in ravines and along slopes, and <i>Corylus</i> spp. are not dominant.
685933	684331	This type is found in the aspen parkland ecoregion, not in the northern tallgrass region.
683172	684331	
684240	684331	is an oak woodland type in the same region.
687266	684331	aspen parkland type.
686305	684332	
684248	689444	Northern Oak Woodland has a higher canopy cover (30-80%) than Oak Openings, and is found on sites where fire is less frequent. <i>Quercus alba</i> assumes greater importance in this community, <i>Quercus macrocarpa</i> assumes lesser importance (although it is still a canopy codominant), and canopy codominance on more mesic sites is often shared by <i>Quercus rubra</i>. Species shared with Oak Openings but more common in Oak Woodlands tend to be those that are more shade-tolerant or less drought-tolerant.
685212	683972	
685340	686525	
687417	687569	
684434	687569	
687021	687569	
684720	687569	similar but known from the northern Great Plains and not flooded.
685855	683084	a very similar post oak - blackjack type, but with an open woodland structure.
689917	683084	a woodland equivalent?
688186	685462	
685233	685462	
685460	685462	
683084	685462	occurs further east in the Ozarks.
683906	685462	
689549	685462	
683747	685462	
687705	685462	
684371	685462	
688965	685460	non-glaciated woodland.
685462	685460	
687210	685460	
686619	684195	
687121	688650	is found on more droughty floodplains.
685753	688650	similar in the western part of CEGL000658 range; considered to be a earlier seral stage found on younger sites. Similar in central South Dakota; develops on terraces that no longer flood, thereby allowing the juniper to invade.
683678	687576	
689943	683172	
684414	684710	
685838	685654	occurs outside the range limits of <i>Festuca campestris</i>, but the abiotic settings and species composition of the two types are very similar.
685654	689987	
689247	683130	
685994	683130	shares many understory species (Tweit and Houston 1980, Mueggler and Stewart 1980).
688408	689383	possibly an anthropogenically disturbed <i>Pleuraphis rigida</i> grassland.
683593	684853	
687656	687113	
683797	683570	
683570	683797	
683570	685837	
688965	689942	central tallgrass savanna type.
684248	689942	
689091	689943	
689444	689943	northern oak barrens has a wider canopy cover range (10-80%) and is found on sites where fire is more frequent. <i>Quercus macrocarpa</i> is of greater importance, shrub cover is generally lower, and graminoid cover is much higher. Understory species shared with dry-mesic oak woodlands but more common in oak openings tend to be those that are less shade-tolerant or more drought-tolerant.
686352	689943	Northern Oak Barrens extend as far west as eastern North Dakota on the Sheyenne and Pembina Delta; more likely to include more mesic species such as <i>Andropogon gerardii, Schizachyrium scoparium</i>, and <i>Hesperostipa spartea</i>.
687266	689322	occurs west of the northern tallgrass prairie ecoregion, with a mixedgrass understory, especially on the edges of the Turtle Mountains in ND.
686656	685298	may be present in some shale areas on the northern flank of the Black Hills.
686373	685298	
685043	688591	is defined to encompass "thornscrub" vegetation occurring on Holocene floodplain deposits of the Rio Grande.
688590	688591	
685043	688590	occurs on clay dunes in the tidal delta of the Rio Grande and near the coast in eastern Cameron County.
688591	688590	
687774	688590	
689469	685792	
687013	685792	a very similar type from Oklahoma.
689469	687013	also attributed to OK but more southern in distribution.
689467	685014	
687435	687217	
686461	687217	
688427	687183	
683744	689653	
689805	683385	
688445	690027	
687016	687934	
688595	684745	
686618	688487	
683467	685688	
687713	686331	
689927	687713	
686331	687713	
686391	687091	
684819	685078	
690090	685766	More mesic graminoids, and lower slopes.
687497	687498	in eastern Washington and northern Idaho. <i>Pinus ponderosa / Physocarpus monogynus</i> Forest is distinguished by a greater abundance of mosses, lichens, mesophytic forbs, and the shrub <i>Physocarpus monogynus</i> (Hoffman and Alexander 1987, Johnston 1987).
690033	687497	is similar in habitat and structure. While <i>Arctostaphylos uva-ursi</i> may be present in the <i>Pinus ponderosa / Physocarpus monogynus</i> type, <i>Physocarpus monogynus</i> is not common in the <i>Pinus ponderosa / Arctostaphylos uva-ursi</i> type.
687497	683635	in Montana. <i>Pinus ponderosa / Physocarpus monogynus</i> Forest is distinguished by a greater abundance of mosses, lichens, mesophytic forbs, and the shrub <i>Physocarpus monogynus</i> (Hoffman and Alexander 1987, Johnston 1987).
688568	683635	has similar understory vegetation, but occurs on sites that are too dry to support <i>Pseudotsuga menziesii</i>, and is more widespread (Pfister et al. 1977).
688333	683635	is described by Pfister et al. (1977) and Hansen and Hoffman (1988) for southeast Montana. The understory of this type is also dominated by shrubs, but <i>Prunus virginiana</i> and <i>Mahonia repens</i> are the two most common species, and <i>Symphoricarpos albus</i> rather than <i>Symphoricarpos occidentalis</i> is present.
688842	683635	is common in southeast Montana (Pfister et al. 1977, Hansen and Hoffman 1988), but rosaceous shrubs dominate the understory in this type, while snowberry and bunch grasses are uncommon.
688173	683635	
684397	683635	
685480	688843	
684286	685909	
687724	690090	has similar composition to this type; the presence of <i>Pinus ponderosa</i> is the best distinguishing characteristic.
686202	690090	is differentiated from this community by high coverages of <i>Schizachyrium scoparium</i>.
685481	683636	
688842	685481	is widespread in foothills of Montana east of the Continental Divide (Pfister et al. 1977). Understory species composition is quite similar; however, shrubs are more abundant and bunchgrasses are less common in CEGL000204. Furthermore, the dominant shrub is <i>Symphoricarpos albus</i>.
684120	685481	has some floristic similarities to the more mesic <i>Pinus ponderosa / Quercus macrocarpa</i> communities. <i>Pinus ponderosa / Quercus macrocarpa</i> communities are distinguished by a greater percentage of <i>Quercus macrocarpa</i> and an abundance of <i>Spiraea betulifolia</i> and <i>Mahonia repens</i> in lieu of <i>Symphoricarpos albus</i>.
688173	685481	
684396	685481	is very similar and shares many species and environmental conditions with the woodland. The woodland may be a more mesic relative of the forest. The presence of <i>Oryzopsis asperifolia</i> is the most distinguishing characteristic of the forest.
688333	688842	occurs extensively in the nearby Little Rocky Mountains (Roberts 1980). The pine canopy cover is about twice as high, <i>Symphoricarpos occidentalis</i> is definitely the dominant shrub rather than <i>Amelanchier alnifolia</i>, and <i>Populus tremuloides</i> is absent as a seral species. Both types have understories dominated by the same shrub species and similar ground layers.
685481	688842	
683312	683477	
684161	683477	
687934	687016	
689467	688736	
688088	688282	occurs east of the Cascades.
689001	688307	
685994	686098	is listed from Oregon and is similar in having a shrub layer of <i>Artemisia tridentata ssp. tridentata</i> and <i>Pseudoroegneria spicata</i> in the understory, but it occurs on deep loess soils (as opposed to alluvial soils), the shrubs are scattered, and the understory consists of dense lichens and mosses with scattered vascular plants (J. Kagan pers. comm. 1997).
686818	688900	merges into CEGL001479, but has a well-developed shrub layer.
687083	686628	
683130	687033	differs in having shrub layer dominated by this subspecies of big sagebrush.
684500	684222	
684272	687083	has a shrub layer dominated by that subspecies of big sagebrush and occupies drier sites.
683130	684010	has an undergrowth dominated by <i>Poa secunda</i> and containing little <i>Pseudoroegneria spicata</i>.
685501	685706	
685501	687885	
687207	685501	
688394	683491	
684158	683491	
685837	685305	
684499	685759	is known from Idaho; the relationship between the 2 types is unclear.
684499	685901	Stands of both associations (plus CEGL001094) have tall-shrub layers in which <i>Crataegus douglasii</i> and <i>Amelanchier alnifolia</i> may be major species; medium-height shrub layers with substantial amounts of <i>Prunus virginiana, Rosa</i> spp., and (in most stands) <i>Symphoricarpos albus</i>; and herbaceous understories with the exotic <i>Poa pratensis</i> as a major species. CEGL001093 differs in that stands of this type have <i>Crataegus succulenta</i> as a dominant or codominant species in the tall-shrub layer; <i>Symphoricarpos occidentalis</i> as a major species in the medium-height shrub layer and <i>Ribes</i> spp. in that layer; and (often) <i>Carex sprengelii</i> as a major understory species (Daubenmire 1970).
689005	689150	
689005	687869	
685283	684560	is described from riparian habitats in southwestern New Mexico.
683312	684711	
686371	688021	
685590	688428	
688931	686103	
689653	688202	is found in the Blue Mountains and northern Rockies of Idaho and Montana lacks <i>Trientalis borealis ssp. latifolia</i> and has high shrub cover of <i>Vaccinium membranaceum</i>, and is a different Rocky Mountain association.
688202	683467	may be environmentally and floristically similar.
688999	684138	
688427	683146	
688067	686296	
685996	686296	
688407	684337	
689236	689997	
685590	689945	
685938	684569	
684569	685938	
683276	687009	
687009	683276	
684327	684208	<i>Juniperus communis</i> is present in most stands but has less than 5% cover, while <i>Arctostaphylos uva-ursi</i> averages >20%.
689353	686920	
684327	684014	<i>Arctostaphylos uva-ursi</i> and <i>Juniperus communis</i> are generally not present in this type.
688427	684737	has somewhat similar composition, but occurs on stony soil of slopes, and the ground layer is impoverished (Pfister et al. 1977).
689001	688569	
688333	688568	also occurs in the Bear's Paw Mountains (Roberts 1980) and is similar in understory composition to ~<i>Pinus ponderosa / Amelanchier alnifolia</i> Woodland (CEGL000840)$$; however, <i>Pseudotsuga menziesii</i> is present and the indicated climax (although usually less common than pine).
686461	689159	
685379	684590	
688247	683330	distinguished by having a less abundant shrub component, but otherwise is very similar.
688427	683330	
689426	684819	
686371	687071	
689426	687071	
688310	683787	
689426	683787	
685379	685761	
685034	689426	
689426	687511	
684187	686371	
860295	860386	contains many of the same dominant grasses as are found in D024, particularly for ~Central Lowlands-West Gulf Coastal Tallgrass Prairie Macrogroup (M054)$$.        
857191	959042	
857191	959095	
857191	959108	
857191	959134	
858134	959042	
858134	959095	
858134	959108	
858134	959134	
959215	683759	
959222	683759	
959222	959215	
959215	959222	
959226	684286	
959226	685909	
959226	686824	
959226	688843	
959226	684573	occurs on pumice soils in eastern Oregon.
959226	683235	
959235	684286	
959235	685909	
959235	686824	
688568	687474	The <i>Symphoricarpos albus</i> phase of the common <i>Pseudotsuga menziesii / Symphoricarpos albus</i> Habitat Type of Pfister et al. (1977) has a similar overstory, but <i>Mahonia repens</i> and <i>Arctostaphylos uva-ursi</i> are common in that type but are rare in the Bear's Paw Mountains (Roberts 1980). Furthermore, that type has <i>Symphoricarpos albus</i> rather than <i>Symphoricarpos occidentalis</i>.
688310	687474	
684497	690005	occurs on relatively dry slopes in the isolated mountain ranges of north-central Montana, the Bear's Paw and Little Rocky mountains (Roberts 1980). <i>Juniperus scopulorum</i> is not present, and <i>Amelanchier alnifolia, Prunus virginiana</i>, and <i>Pseudoroegneria spicata</i> are important in this type.
688568	690005	(of the Bear's Paw and Little Rocky Mountains) occurs on drier sites and has a more grassland-like ground layer (Roberts 1980).
688842	690005	
683312	684161	
683467	683258	
684731	684759	
689570	683933	
684759	684731	has "maritime" character species such as <i>Alnus rubra, Polystichum munitum, Achlys triphylla, Acer circinatum</i>, and <i>Vaccinium parvifolium</i> of the Cascades and west and is more upland/riparian in habitat.
683658	687758	the only other mixed aspen-white fir association in the classification; described from Nevada.
689815	689415	
684161	689964	
685298	686656	
687938	689584	
687579	687266	
690032	684552	is similar to clayey bottomland and alluvial flats stands of this association.
685647	685371	
689979	685371	
685647	684178	
689979	684178	
689979	684691	
689979	687075	
683464	690032	
685647	690032	
689979	690032	
689979	688022	
685647	688022	
690032	688022	is similar to sandy site stands of this association.
689979	685647	
685647	683699	
689959	683135	
689959	689958	
684073	683854	
685572	683566	
685572	685714	
685572	684251	
686499	688001	
686499	687332	
689979	689130	
684720	688271	similar but no herbaceous layer.
685882	686887	
684720	683431	also occurs on playa in NV.
687417	689116	
684720	686256	occurs in similar habitats those not as saline.
684720	687021	
689979	689123	
683377	690100	Jorgensen (1979) also described a <i>Juniperus horizontalis / Carex heliophila</i> (misidentified as <i>Carex parryana</i>) Habitat Type from shale barrens in north-central Montana, and Harvey (1982) mentions a similar stand from the same area that he places in his <i>Artemisia longifolia / Calamovilfa longifolia</i> type. This vegetation is probably referable to the <i>Juniperus horizontalis / Carex heliophila</i> type described by Hansen and Hoffman (1988) for sandy soils of southeast Montana.
684366	684678	
684366	685239	
684366	683439	
685055	683439	
683171	686776	an intermountain type.
683215	688786	if <i>Oplopanax horridus</i> is present with moderate cover.
689273	689544	
689250	685418	is found in intermittent stream bottoms.
688662	689177	
686566	688471	
685265	683551	
683474	683551	
686566	683328	
689531	685547	
684969	685547	is a related type from further west dominated by a different nominal <i>Salix</i> species.
689531	959340	
687084	683429	
686566	685548	
689382	685548	with the herbaceous layer dominated by <i>Carex utriculata</i>.
685426	685319	
686722	685311	
688284	685311	
688055	684028	from Colorado differs because <i>Salix monticola</i> is always present with a significant cover (sometimes greater abundance than <i>Salix geyeriana</i>).
688758	688313	
688281	688758	is a fen.
686566	687185	
686680	687741	
686680	684020	
689382	687084	has a significant and consistent cover of <i>Calamagrostis canadensis</i>.
684577	686531	
683593	684336	
685647	689979	
689979	686956	
685647	684552	
687276	690100	This type may be a seral stage of ~<i>Juniperus horizontalis / Schizachyrium scoparium</i> Dwarf-shrubland (CEGL001394)$$ (D. Ode pers. comm.).
690100	687276	The two communities may be successionally related (Hansen and Hoffman 1988).
685032	687562	
683199	686437	
683199	686696	
683464	686697	
683199	686697	
683199	689574	
683199	687292	
683199	683729	
683199	688888	
683729	688888	
683199	684891	
689099	684518	
687371	685576	
686888	685579	
687371	684058	
687371	689255	
687371	686023	
687371	690028	
683911	684413	
684413	683911	
685096	686124	
686782	689469	<i>Andropogon hallii</i> occurs only rarely in CEGL002177, but the habitat is similar. Types could well be combined upon rangewide review.
687013	689469	also attributed to Oklahoma.
685792	689469	
683208	688997	
683208	688043	
683357	688043	
689897	689497	
689497	686809	
690053	686809	
686809	690053	
685380	684365	
683115	684622	
684132	686478	should probably be split into a <i>Spartina</i> type and a <i>Schoenoplectus pungens</i> type.
684622	686478	This association may simply need to be split between a <i>Schoenoplectus pungens</i> association and a <i>Spartina pectinata</i> association.
686819	686818	
686818	686819	is similar, but the relationship is unclear.
689596	686819	
686818	689596	based on Daubenmire's (1988) <i>Elymus cinereus - Distichlis stricta</i> association, contains bunches of <i>Leymus cinereus</i> growing in a nearly continuous layer of the lower <i>Distichlis spicata (= Distichlis stricta)</i> (which generally contributes the most cover), rather than a dense, tall grass layer. <i>Achillea millefolium</i> is present in both associations, but <i>Pascopyrum smithii</i> is absent from CEGL001481.
683374	689596	
684622	689356	
687443	687416	described for the Palouse grasslands of the Pacific Northwest by Daubenmire (1970).
684486	686587	
684486	685859	
685882	687417	
687021	687417	
686253	686294	similar vegetation except with significant shrub component.
686253	687665	similar vegetation and environmental conditions except codominated by <i>Poa secunda</i>.
683199	686959	
687371	687131	
683678	689008	
690076	689008	
685111	689008	
684937	687047	
687705	688186	
683906	688186	
685462	688186	
688965	688186	non-glaciated savanna.
685635	688186	
684514	685182	
688187	683060	
683738	685680	is similar to this type but occurs in the southern portion of the Great Plains (where <i>Carex filifolia</i> is not as prevalent).
684895	683738	on heavily grazed sites, this type can be degraded to CEGL002270.
689201	683738	Drier graminoids, such as <i>Bouteloua gracilis</i> or <i>Carex filifolia</i>, tend to predominate in this association.
686422	683739	This appears to be a less saline type that is also somewhat less moist.
683374	683739	
688824	684905	
683739	688824	is found further east; however, the floristic and environmental differences between these communities appear to be slight. Further review has to be completed to determine if there are enough differences to maintain the separate communities.
689464	689201	
685837	689201	
683738	689201	drier graminoids, such as <i>Bouteloua gracilis</i> or <i>Carex filifolia</i>, are rare or absent in this type.
684190	683180	
686253	688382	similar vegetation and environmental conditions except codominated by <i>Aristida purpurea var. longiseta - Pseudoroegneria spicata</i>.
685105	687035	
685544	684827	occurs in the same area but on steeper, more south-facing slopes and has a much higher amount of <i>Festuca arizonica</i>.
687158	687955	
684824	689049	
690085	689047	
685985	683814	
686111	683814	
686111	688463	
684712	685640	
685307	689675	
687390	687158	also occurs in xeric forest openings and parks, typically in the ponderosa pine zone; however, it can be distinguished by a very low cover or absence of <i>Hesperostipa comata</i>.
687955	687158	
687158	687390	also occurs in xeric forest openings and meadows and supports a relatively high cover of <i>Muhlenbergia montana</i>, but it also supports a codominant component of <i>Hesperostipa comata</i>.
688367	687390	has a substantial component of <i>Hesperostipa comata</i>, but <i>Muhlenbergia montana</i> is codominant.
686253	688538	sandy site grasslands with shrub layer.
688611	688539	
688701	688539	
689936	687353	
683381	688477	contains a substantial amount of <i>Pseudoroegneria spicata</i> and often contains <i>Poa secunda</i>, but forbs generally provide more cover than do the grasses.
683381	683559	relationship is unclear.
688382	683381	
685585	683381	rhizomatous wheatgrasses are absent or contribute little cover.
683381	686456	
688367	687607	
687802	689338	
686422	689338	occurs in the southern Great Plains and southwestern United States.
689338	686844	found only in New Mexico.
683374	688562	
689338	687385	
689338	684773	
688367	685209	
688367	683090	
685668	686271	
689979	689302	
688367	684290	
684935	686295	
685307	686295	
685307	689505	
685307	685086	
684895	686786	the more widespread shortgrass association of the southern Great Plains.
683464	685306	
686253	689375	also supports a strong <i>Sporobolus cryptandrus</i> component and may occur in similar habitats; however, <i>Bouteloua gracilis</i> strongly codominates.
685307	689375	
685307	685693	
685307	684350	
683374	683068	
683374	689479	
683374	684179	
683464	688510	
689338	687802	
683464	687802	
688408	687802	described from northwestern New Mexico.
687802	683464	
689338	689755	
687802	689755	
684414	687163	
689222	686154	
689127	688116	
684205	684755	
687882	686060	
685934	684490	
688622	688040	
688040	688622	
685278	688491	
685278	688840	
683989	688676	
684713	690088	
688149	685129	
685129	688149	
688149	688265	
688252	688961	
685934	689781	
685805	684864	occurs in the same area. It lacks broad-leaved macrophytes and is most common in somewhat more brackish water (Lesica 1989).
684142	685070	
685919	685070	has also been described from moderately brackish ponds in north-central Montana (Lesica 1989, 1993); however, <i>Ruppia maritima</i> rather than <i>Zannichellia palustris</i> is codominant with <i>Stuckenia pectinata</i>.
685070	685919	may share species.
684864	685805	occurs in the same area. It has appreciable cover of the broad-leaved macrophyte <i>Potamogeton richardsonii</i> and is most abundant in water with a lower ionic content (Lesica 1989).
684937	684716	
687047	684716	western states.
684146	685445	
687210	685445	is a more western oak-hickory type that is at or near the range limits of white, black and red oak, and only shagbark hickory is present.
684599	688551	
685117	688551	
684635	688551	occurs in eastern Nebraska and elsewhere and has some similarities to this community.
688551	684635	occurs farther west in Nebraska, and has some similarity to this community.
689584	684635	
685111	686729	somewhat north of the range of this type.
688421	686729	is another similar wet-mesic forest, but lacks red maple as a dominant canopy species, and is more typically found in floodplain systems.
686021	686729	
684378	686729	
689773	688809	overlaps in concept.
683975	688809	is more northern in distribution.
686814	688809	grades into this community on the wetter side.
683172	684248	
686553	684248	
689942	684248	
684140	686363	
684671	686363	
683927	687723	
688803	683631	
687407	683631	
684937	683631	
683741	683631	This is a broadly defined shallow marsh type that may include CEGL005240 as a subtype.
687224	684689	This is the northern wet tallgrass prairie.
684622	684689	This is the northern tallgrass region equivalent.
689348	684689	is the wet prairie type that shares many species.
684153	684689	
689127	684689	
687044	685521	
688739	688782	
687047	688782	a more species-diverse association and found in sandhills areas.
684937	688782	This type is restricted to sandhills habitats in the northern (and central?) Great Plains.
684716	688782	occurs in Great Plains, but is codominated by <i>Schoenoplectus</i> spp.
683733	688782	
690074	685839	
683374	685839	currently described only from the Great Plains.
683678	684976	
687168	688275	These stands are in Minnesota and contain <i>Abies balsamea</i> and no <i>Tsuga canadensis</i>.
689758	688275	
686787	688275	
683528	687817	
687597	687817	is also closely related, occurring in similar physical and geographical settings, but is dominated by <i>Pinus taeda</i>.
683596	687817	upland forest.
685469	683447	
685469	683917	
683447	683917	
689778	687870	Diagnostic features that separate the two types have not been well established, beyond the physiognomic differences between a woodland and a forest. <i>Clematis occidentalis</i> may be a diagnostic species for the woodland type (Girard et al. 1989).
684331	683851	
689348	683851	is mesic brush prairie.
687173	686190	is a shrub swamp, rather than shrub fen.
683412	686190	
685623	686190	may have a similar composition.
687777	688796	is the loamy wet-mesic shrub prairie, and it also appears to be wetter than sites on sand.
684115	688796	wet-mesic type on loamy soil.
689348	688796	is a wet shrub meadow, with less prairie species and more wet meadow species.
689453	686869	
685066	686869	
686869	689453	southern buttonbush swamp type.
683873	689453	has scattered trees (crowns not touching) seldom over 5 m in height, although occasional large trees do occur.
689123	683928	
687090	688291	
683377	688291	
683202	684153	
688694	686547	is only reported from the southeastern U.S.
686424	688989	Differences between seep and fen need to be made more clear.
684716	688989	occurs in Great Plains, but is codominated by <i>Equisetum</i> and <i>Schoenoplectus</i> spp.
684520	689464	
683738	689464	
687353	684520	
684895	684520	on degraded sites, or on intermediate habitats, this type can be confused with CEGL002270. Generally, it occupies less xeric sites than CEGL002270.
685307	684520	
683738	684520	<i>Hesperostipa comata</i> contributes more cover than do <i>Pascopyrum smithii</i> or <i>Elymus lanceolatus</i>, and the association grows on soils of loam or coarser textural classes.
683374	688735	
688782	688739	differences need to be clarified.
687044	686424	
688989	686424	
686422	687703	found in the southeastern Great Plains and may well be equivalent.
690074	687703	
683739	687703	
683374	687703	currently described only from the Great Plains.
689338	687703	found in the southeastern Great Plains.
683374	686366	currently described only from the Great Plains.
690074	686366	
685070	686366	
684593	685146	
685775	685146	
684346	685146	
689795	689120	
685684	689120	
689531	687087	
683064	684876	
689586	683064	
688965	683064	glaciated bur oak woodland type.
688591	688254	
689404	689579	
687837	689579	
684730	687627	(Appalachian oak-maple).
687049	687627	
689251	687627	
684621	687627	Appalachian oak-maple.
683812	687837	
689251	687837	
684599	688570	
689385	684599	
684240	685491	occurs in the northern tallgrass prairie region.
684974	685933	This type may not occur in the aspen parkland, but if so, it is drier.
684331	685933	northern tallgrass prairie type equivalent.
687210	687521	can also be found under environmental conditions which support this community.
687746	687521	is an unglaciated white oak-red oak type
686441	687521	
686516	687521	
684485	687521	occurs in the Interior Highlands. One primary difference between the two is the occurrence of CEGL002067 on rocky substrates while CEGL008413 occurs on better developed soils.
683952	687521	is very similar, but has a more acidic character.
685156	687521	also contains <i>Actaea racemosa</i> and can occur on cherty limestone, and <i>Quercus velutina</i> is not characteristic.
684730	687746	
688029	687746	is an equivalent of glaciated landscapes of the Midwest.
683742	687746	
